intercept,track_intercept_std,mean_rate,error
-6.7,0.2,1.275,0.27100000000000013
-6.65,0.2,1.345,0.20100000000000007
-6.6000000000000005,0.2,1.4180000000000001,0.1279999999999999
-6.550000000000001,0.2,1.487,0.05899999999999994
-6.500000000000001,0.2,1.5759999999999998,0.029999999999999805
-6.450000000000001,0.2,1.6660000000000001,0.1200000000000001
-6.400000000000001,0.2,1.7519999999999998,0.20599999999999974
-6.350000000000001,0.2,1.8319999999999999,0.2859999999999998
-6.300000000000002,0.2,1.909,0.363
-6.7,0.22,1.2770000000000001,0.2689999999999999
-6.65,0.22,1.351,0.19500000000000006
-6.6000000000000005,0.22,1.4170000000000003,0.12899999999999978
-6.550000000000001,0.22,1.4920000000000004,0.053999999999999604
-6.500000000000001,0.22,1.5760000000000003,0.03000000000000025
-6.450000000000001,0.22,1.6690000000000003,0.12300000000000022
-6.400000000000001,0.22,1.755,0.20899999999999985
-6.350000000000001,0.22,1.835,0.2889999999999999
-6.300000000000002,0.22,1.9099999999999997,0.36399999999999966
-6.7,0.24,1.2799999999999998,0.26600000000000024
-6.65,0.24,1.35,0.19599999999999995
-6.6000000000000005,0.24,1.423,0.123
-6.550000000000001,0.24,1.4910000000000003,0.054999999999999716
-6.500000000000001,0.24,1.5770000000000002,0.03100000000000014
-6.450000000000001,0.24,1.673,0.127
-6.400000000000001,0.24,1.755,0.20899999999999985
-6.350000000000001,0.24,1.837,0.2909999999999999
-6.300000000000002,0.24,1.922,0.3759999999999999
-6.7,0.26,1.2819999999999998,0.26400000000000023
-6.65,0.26,1.355,0.19100000000000006
-6.6000000000000005,0.26,1.4260000000000002,0.11999999999999988
-6.550000000000001,0.26,1.4920000000000002,0.053999999999999826
-6.500000000000001,0.26,1.5829999999999997,0.0369999999999997
-6.450000000000001,0.26,1.6729999999999998,0.12699999999999978
-6.400000000000001,0.26,1.7619999999999998,0.21599999999999975
-6.350000000000001,0.26,1.84,0.29400000000000004
-6.300000000000002,0.26,1.9289999999999998,0.3829999999999998
-6.7,0.27999999999999997,1.2830000000000001,0.2629999999999999
-6.65,0.27999999999999997,1.357,0.18900000000000006
-6.6000000000000005,0.27999999999999997,1.4260000000000002,0.11999999999999988
-6.550000000000001,0.27999999999999997,1.4980000000000002,0.04799999999999982
-6.500000000000001,0.27999999999999997,1.5859999999999999,0.039999999999999813
-6.450000000000001,0.27999999999999997,1.679,0.133
-6.400000000000001,0.27999999999999997,1.764,0.21799999999999997
-6.350000000000001,0.27999999999999997,1.845,0.29899999999999993
-6.300000000000002,0.27999999999999997,1.93,0.3839999999999999
-6.7,0.29999999999999993,1.2870000000000001,0.2589999999999999
-6.65,0.29999999999999993,1.3570000000000002,0.18899999999999983
-6.6000000000000005,0.29999999999999993,1.4290000000000003,0.11699999999999977
-6.550000000000001,0.29999999999999993,1.5030000000000001,0.04299999999999993
-6.500000000000001,0.29999999999999993,1.598,0.052000000000000046
-6.450000000000001,0.29999999999999993,1.68,0.1339999999999999
-6.400000000000001,0.29999999999999993,1.767,0.22099999999999986
-6.350000000000001,0.29999999999999993,1.848,0.30200000000000005
-6.300000000000002,0.29999999999999993,1.9329999999999998,0.3869999999999998
-6.7,0.31999999999999995,1.294,0.252
-6.65,0.31999999999999995,1.3540000000000003,0.19199999999999973
-6.6000000000000005,0.31999999999999995,1.4320000000000002,0.11399999999999988
-6.550000000000001,0.31999999999999995,1.513,0.03300000000000014
-6.500000000000001,0.31999999999999995,1.599,0.052999999999999936
-6.450000000000001,0.31999999999999995,1.682,0.1359999999999999
-6.400000000000001,0.31999999999999995,1.765,0.21899999999999986
-6.350000000000001,0.31999999999999995,1.8539999999999999,0.30799999999999983
-6.300000000000002,0.31999999999999995,1.932,0.3859999999999999
-6.7,0.33999999999999997,1.3,0.246
-6.65,0.33999999999999997,1.3540000000000003,0.19199999999999973
-6.6000000000000005,0.33999999999999997,1.4320000000000002,0.11399999999999988
-6.550000000000001,0.33999999999999997,1.5160000000000002,0.029999999999999805
-6.500000000000001,0.33999999999999997,1.5930000000000002,0.04700000000000015
-6.450000000000001,0.33999999999999997,1.6879999999999997,0.14199999999999968
-6.400000000000001,0.33999999999999997,1.777,0.23099999999999987
-6.350000000000001,0.33999999999999997,1.8549999999999998,0.3089999999999997
-6.300000000000002,0.33999999999999997,1.9379999999999997,0.3919999999999997
-6.7,0.35999999999999993,1.305,0.2410000000000001
-6.65,0.35999999999999993,1.3650000000000007,0.18099999999999938
-6.6000000000000005,0.35999999999999993,1.4340000000000004,0.11199999999999966
-6.550000000000001,0.35999999999999993,1.5210000000000001,0.02499999999999991
-6.500000000000001,0.35999999999999993,1.594,0.04800000000000004
-6.450000000000001,0.35999999999999993,1.696,0.1499999999999999
-6.400000000000001,0.35999999999999993,1.7830000000000001,0.2370000000000001
-6.350000000000001,0.35999999999999993,1.8659999999999999,0.31999999999999984
-6.300000000000002,0.35999999999999993,1.954,0.4079999999999999
-6.7,0.3799999999999999,1.305,0.2410000000000001
-6.65,0.3799999999999999,1.3670000000000002,0.17899999999999983
-6.6000000000000005,0.3799999999999999,1.4410000000000003,0.10499999999999976
-6.550000000000001,0.3799999999999999,1.5240000000000002,0.021999999999999797
-6.500000000000001,0.3799999999999999,1.6,0.05400000000000005
-6.450000000000001,0.3799999999999999,1.699,0.15300000000000002
-6.400000000000001,0.3799999999999999,1.7830000000000001,0.2370000000000001
-6.350000000000001,0.3799999999999999,1.8719999999999999,0.32599999999999985
-6.300000000000002,0.3799999999999999,1.9689999999999999,0.4229999999999998
-6.7,0.3999999999999999,1.3149999999999997,0.23100000000000032
-6.65,0.3999999999999999,1.3730000000000002,0.17299999999999982
-6.6000000000000005,0.3999999999999999,1.4500000000000006,0.09599999999999942
-6.550000000000001,0.3999999999999999,1.5200000000000002,0.0259999999999998
-6.500000000000001,0.3999999999999999,1.6010000000000002,0.05500000000000016
-6.450000000000001,0.3999999999999999,1.7080000000000002,0.16200000000000014
-6.400000000000001,0.3999999999999999,1.7910000000000001,0.2450000000000001
-6.350000000000001,0.3999999999999999,1.88,0.33399999999999985
-6.300000000000002,0.3999999999999999,1.98,0.43399999999999994
