intercept,track_intercept_std,mean_rate,error
-7.0,0.3,0.9620000000000002,0.5839999999999999
-6.5,0.3,1.598,0.052000000000000046
-6.0,0.3,2.612,1.066
-7.0,0.47,0.9970000000000002,0.5489999999999998
-6.5,0.47,1.6260000000000003,0.0800000000000003
-6.0,0.47,2.6910000000000003,1.1450000000000002
-7.0,0.6,1.025,0.5210000000000001
-6.5,0.6,1.6869999999999998,0.1409999999999998
-6.0,0.6,2.767,1.2209999999999999
